task,model_name,target,train_size,test_size,mae,mse,rmse,r2,mape,max_error
regression,ridge,creep_log_life_h,960,240,0.1933497087997745,0.06148412572351783,0.24795992765670388,0.9327176860346713,0.02802210981154144,0.754867029647805
